orderBomKey,工序代碼,工序說明,seqNo,加工時間,設備/資源
FBL0028011BL01EDIAM_20220521_2_MBL0027101,M000004,OP4,40,52.48,"['PM8VD003', 'PM8VD004', 'PM8VD011', 'PM7VH012', 'PM7VH003', 'PM7VF012', 'PM9VI009', 'PM9VI008', 'PM9VI007', 'PM9VI006', 'PM9VI005', 'PM7VC011', 'PM9VI004', 'PM9VI003', 'PM7VA012']"
FBL0028011BL01EDIAM_20220521_2_MBL0027101,M000011,OP7,45,22.995,"['PM6LK010', 'PM6LG010', 'PM6LH010', 'PM6LK007', 'PM6LD010', 'PM7LA008', 'PM7LA007', 'PM6LF010', 'PM7LA009', 'PM6LH008', 'PM6LH007', 'PM6LK009', 'PM6LF009', 'PM6LK008', 'PM6LF008', 'PM6LG009', 'PM6LF007', 'PM6LH009', 'PM6LD009', 'PM2LE001']"
FBL0028011BL01EDIAM_20220521_2_MBL0027101,M000006,偏擺,100,1,"['PMQB0005', 'PM00000Q']"
FBL0028011BL01EDIAM_20220521_2_MBL0027101,M000007,刻字,200,2.5,"['PMCW0001', 'PMCW0005', 'PMCW0003', 'PMCW0008']"
FBL0028011BL01EDIAM_20220521_2_MBL0027101,M000008,清洗,300,0.45,['PM00000W']
FBL0027011BL01EDIAM_20220528_2_MBL0027101,M000001,OP1,10,16.547,"['PM6LA001', 'PM6LB001']"
FBL0027011BL01EDIAM_20220528_2_MBL0027101,M000002,OP2,20,16.547,"['PM6LB002', 'PM6LA002']"
FBL0027011BL01EDIAM_20220528_2_MBL0027101,M000003,OP3,30,545.047,"['PM6VD007', 'PM6VD002', 'PM6VD001', 'PM9VG014', 'PM9VG015', 'PM9VG012', 'PM9VG013', 'PM8VE003', 'PM8VE002', 'PM6VI010', 'PM8VE004', 'PM8VE001', 'PM9VG007', 'PM9VG008', 'PM9VG005', 'PM9VG006', 'PM7VB001', 'PM9VG003', 'PM9VG004', 'PM9VG001', 'PM9VG002', 'PM7VB003', 'PM7VB002', 'PM9VH006', 'PM9VR003', 'PM9VH002', 'PM2VC001', 'PM6VJ008', 'PM6VJ007', 'PM6VE008', 'PM6VE007', 'PM2VC005', 'PM9VR014', 'PM2VC004', 'PM9VR013', 'PM2VC003', 'PM9VR012', 'PM2VC002', 'PM9VR011', 'PM2VC009', 'PM2VC008', 'PM2VC007', 'PM2VC006', 'PM9VR015', 'PM8VF004', 'PM8VF003', 'PM9VQ009', 'PM9VQ008', 'PM9VQ007', 'PM8VF002', 'PM8VF001', 'PM9VF008', 'PM9VF009', 'PM9VF004', 'PM7VC002', 'PM9VQ013', 'PM7VC001', 'PM9VF003', 'PM9VQ012', 'PM9VQ011', 'PM9VF001', 'PM9VQ010', 'PM7VC005', 'PM9VQ016', 'PM9VQ015', 'PM2VB006', 'PM7VC003', 'PM9VQ014', 'PM8VA005', 'PM6VC008', 'PM6VC007', 'PM8VA006', 'PM7VC010', 'PM9VK002', 'PM9VP019', 'PM9VP018', 'PM9VP017', 'PM9VK005', 'PM9VK006', 'PM6VI003', 'PM9VK007', 'PM9VK009', 'PM6VI007', 'PM6VI006', 'PM6VI009', 'PM9VA010', 'PM9VA011', 'PM9VA012', 'PM6VC010', 'PM9VA013', 'PM9VP020', 'PM9VK010', 'PM2VG003', 'PM9VK012', 'PM2VG002', 'PM9VK013', 'PM8VG004', 'PM2VG004', 'PM2VG001', 'PM8VG002', 'PM9VA007', 'PM8VG003', 'PM9VA008', 'PM9VA009', 'PM8VG001', 'PM7VH001', 'PM9VA003', 'PM9VA004', 'PM9VA005', 'PM9VA006', 'PM9VQ002', 'PM9VQ001', 'PM9VQ006', 'PM2VG006', 'PM9VQ005', 'PM9VQ004', 'PM9VQ003', 'PM2VF004', 'PM9VJ017', 'PM6VG002', 'PM6VG003', 'PM6VG005', 'PM7VD010', 'PM6VA010', 'PM2VF009', 'PM9VP001', 'PM9VP005', 'PM2VF006', 'PM9VP004', 'PM2VF007', 'PM9VP003', 'PM2VF008', 'PM9VP002', 'PM2VF012', 'PM9VP009', 'PM2VF013', 'PM9VP008', 'PM9VP007', 'PM9VP006', 'PM2VF011', 'PM9VP012', 'PM9VP011', 'PM9VP010', 'PM9VP015', 'PM9VP014', 'PM9VP013', 'PM2VE013', 'PM2VE010', 'PM6VB009', 'PM6VB007', 'PM9VE018', 'PM9VE016', 'PM9VE017', 'PM9VE014', 'PM9VE015', 'PM9VE012', 'PM9VE010', 'PM9VE011', 'PM9VJ001', 'PM7VD009', 'PM9VJ002', 'PM9VJ005', 'PM9VJ007', 'PM9VJ008', 'PM9VJ009', 'PM9VE009', 'PM9VE007', 'PM9VE008', 'PM6VB010', 'PM9VE005', 'PM9VE006', 'PM9VE003', 'PM7VD003', 'PM8VC008', 'PM9VE001', 'PM7VD002', 'PM8VC009', 'PM9VE002', 'PM7VD001', 'PM7VD005', 'PM7VD004', 'PM8VC010', 'PM9VC016', 'PM9VC019', 'PM9VC015', 'PM6VE011', 'PM9VC010', 'PM9VC009', 'PM9VC006', 'PM9VC008', 'PM9VC007', 'PM9VC002', 'PM9VC001', 'PM9VC004', 'PM8VD002', 'PM2VD002', 'PM8VD005', 'PM2VD001', 'PM8VD006', 'PM8VD007', 'PM8VD008', 'PM9VD007', 'PM9VD006', 'PM6VF006', 'PM9VD003', 'PM9VD005', 'PM8VD009', 'PM8VD010', 'PM9VI002', 'PM9VI001']"
FBL0027011BL01EDIAM_20220528_2_MBL0027101,M000004,OP4,40,52.48,"['PM8VD003', 'PM8VD004', 'PM8VD011', 'PM7VH012', 'PM7VH003', 'PM7VF012', 'PM9VI009', 'PM9VI008', 'PM9VI007', 'PM9VI006', 'PM9VI005', 'PM7VC011', 'PM9VI004', 'PM9VI003', 'PM7VA012']"
FBL0027011BL01EDIAM_20220528_2_MBL0027101,M000011,OP7,45,22.995,"['PM6LK010', 'PM6LG010', 'PM6LH010', 'PM6LK007', 'PM6LD010', 'PM7LA008', 'PM7LA007', 'PM6LF010', 'PM7LA009', 'PM6LH008', 'PM6LH007', 'PM6LK009', 'PM6LF009', 'PM6LK008', 'PM6LF008', 'PM6LG009', 'PM6LF007', 'PM6LH009', 'PM6LD009', 'PM2LE001']"
FBL0027011BL01EDIAM_20220528_2_MBL0027101,M000006,偏擺,100,1,"['PMQB0005', 'PM00000Q']"
FBL0027011BL01EDIAM_20220528_2_MBL0027101,M000007,刻字,200,2.5,"['PMCW0001', 'PMCW0005', 'PMCW0003', 'PMCW0008']"
FBL0027011BL01EDIAM_20220528_2_MBL0027101,M000008,清洗,300,0.45,['PM00000W']
FBL0028011BL01EDIAM_20220528_2_MBL0027101,M000001,OP1,10,16.547,"['PM6LA001', 'PM6LB001']"
FBL0028011BL01EDIAM_20220528_2_MBL0027101,M000002,OP2,20,16.547,"['PM6LB002', 'PM6LA002']"
FBL0028011BL01EDIAM_20220528_2_MBL0027101,M000003,OP3,30,545.047,"['PM6VD007', 'PM6VD002', 'PM6VD001', 'PM9VG014', 'PM9VG015', 'PM9VG012', 'PM9VG013', 'PM8VE003', 'PM8VE002', 'PM6VI010', 'PM8VE004', 'PM8VE001', 'PM9VG007', 'PM9VG008', 'PM9VG005', 'PM9VG006', 'PM7VB001', 'PM9VG003', 'PM9VG004', 'PM9VG001', 'PM9VG002', 'PM7VB003', 'PM7VB002', 'PM9VH006', 'PM9VR003', 'PM9VH002', 'PM2VC001', 'PM6VJ008', 'PM6VJ007', 'PM6VE008', 'PM6VE007', 'PM2VC005', 'PM9VR014', 'PM2VC004', 'PM9VR013', 'PM2VC003', 'PM9VR012', 'PM2VC002', 'PM9VR011', 'PM2VC009', 'PM2VC008', 'PM2VC007', 'PM2VC006', 'PM9VR015', 'PM8VF004', 'PM8VF003', 'PM9VQ009', 'PM9VQ008', 'PM9VQ007', 'PM8VF002', 'PM8VF001', 'PM9VF008', 'PM9VF009', 'PM9VF004', 'PM7VC002', 'PM9VQ013', 'PM7VC001', 'PM9VF003', 'PM9VQ012', 'PM9VQ011', 'PM9VF001', 'PM9VQ010', 'PM7VC005', 'PM9VQ016', 'PM9VQ015', 'PM2VB006', 'PM7VC003', 'PM9VQ014', 'PM8VA005', 'PM6VC008', 'PM6VC007', 'PM8VA006', 'PM7VC010', 'PM9VK002', 'PM9VP019', 'PM9VP018', 'PM9VP017', 'PM9VK005', 'PM9VK006', 'PM6VI003', 'PM9VK007', 'PM9VK009', 'PM6VI007', 'PM6VI006', 'PM6VI009', 'PM9VA010', 'PM9VA011', 'PM9VA012', 'PM6VC010', 'PM9VA013', 'PM9VP020', 'PM9VK010', 'PM2VG003', 'PM9VK012', 'PM2VG002', 'PM9VK013', 'PM8VG004', 'PM2VG004', 'PM2VG001', 'PM8VG002', 'PM9VA007', 'PM8VG003', 'PM9VA008', 'PM9VA009', 'PM8VG001', 'PM7VH001', 'PM9VA003', 'PM9VA004', 'PM9VA005', 'PM9VA006', 'PM9VQ002', 'PM9VQ001', 'PM9VQ006', 'PM2VG006', 'PM9VQ005', 'PM9VQ004', 'PM9VQ003', 'PM2VF004', 'PM9VJ017', 'PM6VG002', 'PM6VG003', 'PM6VG005', 'PM7VD010', 'PM6VA010', 'PM2VF009', 'PM9VP001', 'PM9VP005', 'PM2VF006', 'PM9VP004', 'PM2VF007', 'PM9VP003', 'PM2VF008', 'PM9VP002', 'PM2VF012', 'PM9VP009', 'PM2VF013', 'PM9VP008', 'PM9VP007', 'PM9VP006', 'PM2VF011', 'PM9VP012', 'PM9VP011', 'PM9VP010', 'PM9VP015', 'PM9VP014', 'PM9VP013', 'PM2VE013', 'PM2VE010', 'PM6VB009', 'PM6VB007', 'PM9VE018', 'PM9VE016', 'PM9VE017', 'PM9VE014', 'PM9VE015', 'PM9VE012', 'PM9VE010', 'PM9VE011', 'PM9VJ001', 'PM7VD009', 'PM9VJ002', 'PM9VJ005', 'PM9VJ007', 'PM9VJ008', 'PM9VJ009', 'PM9VE009', 'PM9VE007', 'PM9VE008', 'PM6VB010', 'PM9VE005', 'PM9VE006', 'PM9VE003', 'PM7VD003', 'PM8VC008', 'PM9VE001', 'PM7VD002', 'PM8VC009', 'PM9VE002', 'PM7VD001', 'PM7VD005', 'PM7VD004', 'PM8VC010', 'PM9VC016', 'PM9VC019', 'PM9VC015', 'PM6VE011', 'PM9VC010', 'PM9VC009', 'PM9VC006', 'PM9VC008', 'PM9VC007', 'PM9VC002', 'PM9VC001', 'PM9VC004', 'PM8VD002', 'PM2VD002', 'PM8VD005', 'PM2VD001', 'PM8VD006', 'PM8VD007', 'PM8VD008', 'PM9VD007', 'PM9VD006', 'PM6VF006', 'PM9VD003', 'PM9VD005', 'PM8VD009', 'PM8VD010', 'PM9VI002', 'PM9VI001']"
FBL0028011BL01EDIAM_20220528_2_MBL0027101,M000004,OP4,40,52.48,"['PM8VD003', 'PM8VD004', 'PM8VD011', 'PM7VH012', 'PM7VH003', 'PM7VF012', 'PM9VI009', 'PM9VI008', 'PM9VI007', 'PM9VI006', 'PM9VI005', 'PM7VC011', 'PM9VI004', 'PM9VI003', 'PM7VA012']"
FBL0028011BL01EDIAM_20220528_2_MBL0027101,M000011,OP7,45,22.995,"['PM6LK010', 'PM6LG010', 'PM6LH010', 'PM6LK007', 'PM6LD010', 'PM7LA008', 'PM7LA007', 'PM6LF010', 'PM7LA009', 'PM6LH008', 'PM6LH007', 'PM6LK009', 'PM6LF009', 'PM6LK008', 'PM6LF008', 'PM6LG009', 'PM6LF007', 'PM6LH009', 'PM6LD009', 'PM2LE001']"
FBL0028011BL01EDIAM_20220528_2_MBL0027101,M000006,偏擺,100,1,"['PMQB0005', 'PM00000Q']"
FBL0028011BL01EDIAM_20220528_2_MBL0027101,M000007,刻字,200,2.5,"['PMCW0001', 'PMCW0005', 'PMCW0003', 'PMCW0008']"
FBL0028011BL01EDIAM_20220528_2_MBL0027101,M000008,清洗,300,0.45,['PM00000W']
FBL0029011BL01EDIAM_20220528_2_MBL0027101,M000001,OP1,10,16.547,"['PM6LA001', 'PM6LB001']"
FBL0029011BL01EDIAM_20220528_2_MBL0027101,M000002,OP2,20,16.547,"['PM6LB002', 'PM6LA002']"
FBL0029011BL01EDIAM_20220528_2_MBL0027101,M000003,OP3,30,545.047,"['PM6VD007', 'PM6VD002', 'PM6VD001', 'PM9VG014', 'PM9VG015', 'PM9VG012', 'PM9VG013', 'PM8VE003', 'PM8VE002', 'PM6VI010', 'PM8VE004', 'PM8VE001', 'PM9VG007', 'PM9VG008', 'PM9VG005', 'PM9VG006', 'PM7VB001', 'PM9VG003', 'PM9VG004', 'PM9VG001', 'PM9VG002', 'PM7VB003', 'PM7VB002', 'PM9VH006', 'PM9VR003', 'PM9VH002', 'PM2VC001', 'PM6VJ008', 'PM6VJ007', 'PM6VE008', 'PM6VE007', 'PM2VC005', 'PM9VR014', 'PM2VC004', 'PM9VR013', 'PM2VC003', 'PM9VR012', 'PM2VC002', 'PM9VR011', 'PM2VC009', 'PM2VC008', 'PM2VC007', 'PM2VC006', 'PM9VR015', 'PM8VF004', 'PM8VF003', 'PM9VQ009', 'PM9VQ008', 'PM9VQ007', 'PM8VF002', 'PM8VF001', 'PM9VF008', 'PM9VF009', 'PM9VF004', 'PM7VC002', 'PM9VQ013', 'PM7VC001', 'PM9VF003', 'PM9VQ012', 'PM9VQ011', 'PM9VF001', 'PM9VQ010', 'PM7VC005', 'PM9VQ016', 'PM9VQ015', 'PM2VB006', 'PM7VC003', 'PM9VQ014', 'PM8VA005', 'PM6VC008', 'PM6VC007', 'PM8VA006', 'PM7VC010', 'PM9VK002', 'PM9VP019', 'PM9VP018', 'PM9VP017', 'PM9VK005', 'PM9VK006', 'PM6VI003', 'PM9VK007', 'PM9VK009', 'PM6VI007', 'PM6VI006', 'PM6VI009', 'PM9VA010', 'PM9VA011', 'PM9VA012', 'PM6VC010', 'PM9VA013', 'PM9VP020', 'PM9VK010', 'PM2VG003', 'PM9VK012', 'PM2VG002', 'PM9VK013', 'PM8VG004', 'PM2VG004', 'PM2VG001', 'PM8VG002', 'PM9VA007', 'PM8VG003', 'PM9VA008', 'PM9VA009', 'PM8VG001', 'PM7VH001', 'PM9VA003', 'PM9VA004', 'PM9VA005', 'PM9VA006', 'PM9VQ002', 'PM9VQ001', 'PM9VQ006', 'PM2VG006', 'PM9VQ005', 'PM9VQ004', 'PM9VQ003', 'PM2VF004', 'PM9VJ017', 'PM6VG002', 'PM6VG003', 'PM6VG005', 'PM7VD010', 'PM6VA010', 'PM2VF009', 'PM9VP001', 'PM9VP005', 'PM2VF006', 'PM9VP004', 'PM2VF007', 'PM9VP003', 'PM2VF008', 'PM9VP002', 'PM2VF012', 'PM9VP009', 'PM2VF013', 'PM9VP008', 'PM9VP007', 'PM9VP006', 'PM2VF011', 'PM9VP012', 'PM9VP011', 'PM9VP010', 'PM9VP015', 'PM9VP014', 'PM9VP013', 'PM2VE013', 'PM2VE010', 'PM6VB009', 'PM6VB007', 'PM9VE018', 'PM9VE016', 'PM9VE017', 'PM9VE014', 'PM9VE015', 'PM9VE012', 'PM9VE010', 'PM9VE011', 'PM9VJ001', 'PM7VD009', 'PM9VJ002', 'PM9VJ005', 'PM9VJ007', 'PM9VJ008', 'PM9VJ009', 'PM9VE009', 'PM9VE007', 'PM9VE008', 'PM6VB010', 'PM9VE005', 'PM9VE006', 'PM9VE003', 'PM7VD003', 'PM8VC008', 'PM9VE001', 'PM7VD002', 'PM8VC009', 'PM9VE002', 'PM7VD001', 'PM7VD005', 'PM7VD004', 'PM8VC010', 'PM9VC016', 'PM9VC019', 'PM9VC015', 'PM6VE011', 'PM9VC010', 'PM9VC009', 'PM9VC006', 'PM9VC008', 'PM9VC007', 'PM9VC002', 'PM9VC001', 'PM9VC004', 'PM8VD002', 'PM2VD002', 'PM8VD005', 'PM2VD001', 'PM8VD006', 'PM8VD007', 'PM8VD008', 'PM9VD007', 'PM9VD006', 'PM6VF006', 'PM9VD003', 'PM9VD005', 'PM8VD009', 'PM8VD010', 'PM9VI002', 'PM9VI001']"
FBL0029011BL01EDIAM_20220528_2_MBL0027101,M000004,OP4,40,52.48,"['PM8VD003', 'PM8VD004', 'PM8VD011', 'PM7VH012', 'PM7VH003', 'PM7VF012', 'PM9VI009', 'PM9VI008', 'PM9VI007', 'PM9VI006', 'PM9VI005', 'PM7VC011', 'PM9VI004', 'PM9VI003', 'PM7VA012']"
FBL0029011BL01EDIAM_20220528_2_MBL0027101,M000011,OP7,45,22.995,"['PM6LK010', 'PM6LG010', 'PM6LH010', 'PM6LK007', 'PM6LD010', 'PM7LA008', 'PM7LA007', 'PM6LF010', 'PM7LA009', 'PM6LH008', 'PM6LH007', 'PM6LK009', 'PM6LF009', 'PM6LK008', 'PM6LF008', 'PM6LG009', 'PM6LF007', 'PM6LH009', 'PM6LD009', 'PM2LE001']"
FBL0029011BL01EDIAM_20220528_2_MBL0027101,M000006,偏擺,100,1,"['PMQB0005', 'PM00000Q']"
FBL0029011BL01EDIAM_20220528_2_MBL0027101,M000007,刻字,200,2.5,"['PMCW0001', 'PMCW0005', 'PMCW0003', 'PMCW0008']"
FBL0029011BL01EDIAM_20220528_2_MBL0027101,M000008,清洗,300,0.45,['PM00000W']
FBL0027011BL01EDIAM_20220604_2_MBL0027101,M000001,OP1,10,16.547,"['PM6LA001', 'PM6LB001']"
FBL0027011BL01EDIAM_20220604_2_MBL0027101,M000002,OP2,20,16.547,"['PM6LB002', 'PM6LA002']"
FBL0027011BL01EDIAM_20220604_2_MBL0027101,M000003,OP3,30,545.047,"['PM6VD007', 'PM6VD002', 'PM6VD001', 'PM9VG014', 'PM9VG015', 'PM9VG012', 'PM9VG013', 'PM8VE003', 'PM8VE002', 'PM6VI010', 'PM8VE004', 'PM8VE001', 'PM9VG007', 'PM9VG008', 'PM9VG005', 'PM9VG006', 'PM7VB001', 'PM9VG003', 'PM9VG004', 'PM9VG001', 'PM9VG002', 'PM7VB003', 'PM7VB002', 'PM9VH006', 'PM9VR003', 'PM9VH002', 'PM2VC001', 'PM6VJ008', 'PM6VJ007', 'PM6VE008', 'PM6VE007', 'PM2VC005', 'PM9VR014', 'PM2VC004', 'PM9VR013', 'PM2VC003', 'PM9VR012', 'PM2VC002', 'PM9VR011', 'PM2VC009', 'PM2VC008', 'PM2VC007', 'PM2VC006', 'PM9VR015', 'PM8VF004', 'PM8VF003', 'PM9VQ009', 'PM9VQ008', 'PM9VQ007', 'PM8VF002', 'PM8VF001', 'PM9VF008', 'PM9VF009', 'PM9VF004', 'PM7VC002', 'PM9VQ013', 'PM7VC001', 'PM9VF003', 'PM9VQ012', 'PM9VQ011', 'PM9VF001', 'PM9VQ010', 'PM7VC005', 'PM9VQ016', 'PM9VQ015', 'PM2VB006', 'PM7VC003', 'PM9VQ014', 'PM8VA005', 'PM6VC008', 'PM6VC007', 'PM8VA006', 'PM7VC010', 'PM9VK002', 'PM9VP019', 'PM9VP018', 'PM9VP017', 'PM9VK005', 'PM9VK006', 'PM6VI003', 'PM9VK007', 'PM9VK009', 'PM6VI007', 'PM6VI006', 'PM6VI009', 'PM9VA010', 'PM9VA011', 'PM9VA012', 'PM6VC010', 'PM9VA013', 'PM9VP020', 'PM9VK010', 'PM2VG003', 'PM9VK012', 'PM2VG002', 'PM9VK013', 'PM8VG004', 'PM2VG004', 'PM2VG001', 'PM8VG002', 'PM9VA007', 'PM8VG003', 'PM9VA008', 'PM9VA009', 'PM8VG001', 'PM7VH001', 'PM9VA003', 'PM9VA004', 'PM9VA005', 'PM9VA006', 'PM9VQ002', 'PM9VQ001', 'PM9VQ006', 'PM2VG006', 'PM9VQ005', 'PM9VQ004', 'PM9VQ003', 'PM2VF004', 'PM9VJ017', 'PM6VG002', 'PM6VG003', 'PM6VG005', 'PM7VD010', 'PM6VA010', 'PM2VF009', 'PM9VP001', 'PM9VP005', 'PM2VF006', 'PM9VP004', 'PM2VF007', 'PM9VP003', 'PM2VF008', 'PM9VP002', 'PM2VF012', 'PM9VP009', 'PM2VF013', 'PM9VP008', 'PM9VP007', 'PM9VP006', 'PM2VF011', 'PM9VP012', 'PM9VP011', 'PM9VP010', 'PM9VP015', 'PM9VP014', 'PM9VP013', 'PM2VE013', 'PM2VE010', 'PM6VB009', 'PM6VB007', 'PM9VE018', 'PM9VE016', 'PM9VE017', 'PM9VE014', 'PM9VE015', 'PM9VE012', 'PM9VE010', 'PM9VE011', 'PM9VJ001', 'PM7VD009', 'PM9VJ002', 'PM9VJ005', 'PM9VJ007', 'PM9VJ008', 'PM9VJ009', 'PM9VE009', 'PM9VE007', 'PM9VE008', 'PM6VB010', 'PM9VE005', 'PM9VE006', 'PM9VE003', 'PM7VD003', 'PM8VC008', 'PM9VE001', 'PM7VD002', 'PM8VC009', 'PM9VE002', 'PM7VD001', 'PM7VD005', 'PM7VD004', 'PM8VC010', 'PM9VC016', 'PM9VC019', 'PM9VC015', 'PM6VE011', 'PM9VC010', 'PM9VC009', 'PM9VC006', 'PM9VC008', 'PM9VC007', 'PM9VC002', 'PM9VC001', 'PM9VC004', 'PM8VD002', 'PM2VD002', 'PM8VD005', 'PM2VD001', 'PM8VD006', 'PM8VD007', 'PM8VD008', 'PM9VD007', 'PM9VD006', 'PM6VF006', 'PM9VD003', 'PM9VD005', 'PM8VD009', 'PM8VD010', 'PM9VI002', 'PM9VI001']"
FBL0027011BL01EDIAM_20220604_2_MBL0027101,M000004,OP4,40,52.48,"['PM8VD003', 'PM8VD004', 'PM8VD011', 'PM7VH012', 'PM7VH003', 'PM7VF012', 'PM9VI009', 'PM9VI008', 'PM9VI007', 'PM9VI006', 'PM9VI005', 'PM7VC011', 'PM9VI004', 'PM9VI003', 'PM7VA012']"
FBL0027011BL01EDIAM_20220604_2_MBL0027101,M000011,OP7,45,22.995,"['PM6LK010', 'PM6LG010', 'PM6LH010', 'PM6LK007', 'PM6LD010', 'PM7LA008', 'PM7LA007', 'PM6LF010', 'PM7LA009', 'PM6LH008', 'PM6LH007', 'PM6LK009', 'PM6LF009', 'PM6LK008', 'PM6LF008', 'PM6LG009', 'PM6LF007', 'PM6LH009', 'PM6LD009', 'PM2LE001']"
FBL0027011BL01EDIAM_20220604_2_MBL0027101,M000006,偏擺,100,1,"['PMQB0005', 'PM00000Q']"
FBL0027011BL01EDIAM_20220604_2_MBL0027101,M000007,刻字,200,2.5,"['PMCW0001', 'PMCW0005', 'PMCW0003', 'PMCW0008']"
FBL0027011BL01EDIAM_20220604_2_MBL0027101,M000008,清洗,300,0.45,['PM00000W']
FBL0028011BL01EDIAM_20220604_2_MBL0027101,M000001,OP1,10,16.547,"['PM6LA001', 'PM6LB001']"
FBL0028011BL01EDIAM_20220604_2_MBL0027101,M000002,OP2,20,16.547,"['PM6LB002', 'PM6LA002']"
FBL0028011BL01EDIAM_20220604_2_MBL0027101,M000003,OP3,30,545.047,"['PM6VD007', 'PM6VD002', 'PM6VD001', 'PM9VG014', 'PM9VG015', 'PM9VG012', 'PM9VG013', 'PM8VE003', 'PM8VE002', 'PM6VI010', 'PM8VE004', 'PM8VE001', 'PM9VG007', 'PM9VG008', 'PM9VG005', 'PM9VG006', 'PM7VB001', 'PM9VG003', 'PM9VG004', 'PM9VG001', 'PM9VG002', 'PM7VB003', 'PM7VB002', 'PM9VH006', 'PM9VR003', 'PM9VH002', 'PM2VC001', 'PM6VJ008', 'PM6VJ007', 'PM6VE008', 'PM6VE007', 'PM2VC005', 'PM9VR014', 'PM2VC004', 'PM9VR013', 'PM2VC003', 'PM9VR012', 'PM2VC002', 'PM9VR011', 'PM2VC009', 'PM2VC008', 'PM2VC007', 'PM2VC006', 'PM9VR015', 'PM8VF004', 'PM8VF003', 'PM9VQ009', 'PM9VQ008', 'PM9VQ007', 'PM8VF002', 'PM8VF001', 'PM9VF008', 'PM9VF009', 'PM9VF004', 'PM7VC002', 'PM9VQ013', 'PM7VC001', 'PM9VF003', 'PM9VQ012', 'PM9VQ011', 'PM9VF001', 'PM9VQ010', 'PM7VC005', 'PM9VQ016', 'PM9VQ015', 'PM2VB006', 'PM7VC003', 'PM9VQ014', 'PM8VA005', 'PM6VC008', 'PM6VC007', 'PM8VA006', 'PM7VC010', 'PM9VK002', 'PM9VP019', 'PM9VP018', 'PM9VP017', 'PM9VK005', 'PM9VK006', 'PM6VI003', 'PM9VK007', 'PM9VK009', 'PM6VI007', 'PM6VI006', 'PM6VI009', 'PM9VA010', 'PM9VA011', 'PM9VA012', 'PM6VC010', 'PM9VA013', 'PM9VP020', 'PM9VK010', 'PM2VG003', 'PM9VK012', 'PM2VG002', 'PM9VK013', 'PM8VG004', 'PM2VG004', 'PM2VG001', 'PM8VG002', 'PM9VA007', 'PM8VG003', 'PM9VA008', 'PM9VA009', 'PM8VG001', 'PM7VH001', 'PM9VA003', 'PM9VA004', 'PM9VA005', 'PM9VA006', 'PM9VQ002', 'PM9VQ001', 'PM9VQ006', 'PM2VG006', 'PM9VQ005', 'PM9VQ004', 'PM9VQ003', 'PM2VF004', 'PM9VJ017', 'PM6VG002', 'PM6VG003', 'PM6VG005', 'PM7VD010', 'PM6VA010', 'PM2VF009', 'PM9VP001', 'PM9VP005', 'PM2VF006', 'PM9VP004', 'PM2VF007', 'PM9VP003', 'PM2VF008', 'PM9VP002', 'PM2VF012', 'PM9VP009', 'PM2VF013', 'PM9VP008', 'PM9VP007', 'PM9VP006', 'PM2VF011', 'PM9VP012', 'PM9VP011', 'PM9VP010', 'PM9VP015', 'PM9VP014', 'PM9VP013', 'PM2VE013', 'PM2VE010', 'PM6VB009', 'PM6VB007', 'PM9VE018', 'PM9VE016', 'PM9VE017', 'PM9VE014', 'PM9VE015', 'PM9VE012', 'PM9VE010', 'PM9VE011', 'PM9VJ001', 'PM7VD009', 'PM9VJ002', 'PM9VJ005', 'PM9VJ007', 'PM9VJ008', 'PM9VJ009', 'PM9VE009', 'PM9VE007', 'PM9VE008', 'PM6VB010', 'PM9VE005', 'PM9VE006', 'PM9VE003', 'PM7VD003', 'PM8VC008', 'PM9VE001', 'PM7VD002', 'PM8VC009', 'PM9VE002', 'PM7VD001', 'PM7VD005', 'PM7VD004', 'PM8VC010', 'PM9VC016', 'PM9VC019', 'PM9VC015', 'PM6VE011', 'PM9VC010', 'PM9VC009', 'PM9VC006', 'PM9VC008', 'PM9VC007', 'PM9VC002', 'PM9VC001', 'PM9VC004', 'PM8VD002', 'PM2VD002', 'PM8VD005', 'PM2VD001', 'PM8VD006', 'PM8VD007', 'PM8VD008', 'PM9VD007', 'PM9VD006', 'PM6VF006', 'PM9VD003', 'PM9VD005', 'PM8VD009', 'PM8VD010', 'PM9VI002', 'PM9VI001']"
FBL0028011BL01EDIAM_20220604_2_MBL0027101,M000004,OP4,40,52.48,"['PM8VD003', 'PM8VD004', 'PM8VD011', 'PM7VH012', 'PM7VH003', 'PM7VF012', 'PM9VI009', 'PM9VI008', 'PM9VI007', 'PM9VI006', 'PM9VI005', 'PM7VC011', 'PM9VI004', 'PM9VI003', 'PM7VA012']"
FBL0028011BL01EDIAM_20220604_2_MBL0027101,M000011,OP7,45,22.995,"['PM6LK010', 'PM6LG010', 'PM6LH010', 'PM6LK007', 'PM6LD010', 'PM7LA008', 'PM7LA007', 'PM6LF010', 'PM7LA009', 'PM6LH008', 'PM6LH007', 'PM6LK009', 'PM6LF009', 'PM6LK008', 'PM6LF008', 'PM6LG009', 'PM6LF007', 'PM6LH009', 'PM6LD009', 'PM2LE001']"
FBL0028011BL01EDIAM_20220604_2_MBL0027101,M000006,偏擺,100,1,"['PMQB0005', 'PM00000Q']"
FBL0028011BL01EDIAM_20220604_2_MBL0027101,M000007,刻字,200,2.5,"['PMCW0001', 'PMCW0005', 'PMCW0003', 'PMCW0008']"
