訂單編號,產品料號,目標數量,最早開始時間,交期,優先度,orderBomKey,已逾期天數
000001707561-1_0_0,ZUE1131124M,16,2022/2/11 17:28,2022/3/17 00:00,3,FTD0028011CF01SAISA_20220416_2_MTD0020301,33.27222222
000001707561-3_0_0,ZUE1131124M,16,2022/3/4 17:28,2022/4/7 00:00,3,FTD0020013CF01FORSA_20220507_2_MTD0020301,33.27222222
000001707561-4_0_0,ZUE1131124M,16,2022/3/4 17:28,2022/4/7 00:00,3,FTD0020013CF01FORSA_20220507_2_MTD0020301,33.27222222
000001710582-1_0_0,ZUE1131124M,16,2022/3/4 17:28,2022/4/7 00:00,3,FTD0020013CF01FORSA_20220507_2_MTD0020301,33.27222222
000001710582-1_0_1,ZUE1131124M,16,2022/3/4 17:28,2022/4/7 00:00,3,FTD0020013CF01FORSA_20220507_2_MTD0020301,33.27222222
000001710582-2_0_0,ZUE1131124M,16,2022/3/4 17:28,2022/4/7 00:00,3,FTD0020013CF01FORSA_20220507_2_MTD0020301,33.27222222
000001710583-2_0_0,ZUE1131124M,16,2022/2/28 17:28,2022/4/3 00:00,3,FTD0028011CF01FORSA_20220507_2_MTD0020301,33.27222222
000001710583-2_0_1,ZUE1131124M,16,2022/2/28 17:28,2022/4/3 00:00,3,FTD0028011CF01FORSA_20220507_2_MTD0020301,33.27222222
000001710583-3_0_0,ZUE1131124M,16,2022/2/28 17:28,2022/4/3 00:00,3,FTD0028011CF01FORSA_20220507_2_MTD0020301,33.27222222
000001704998-2_0_0,ZGS1149123M,12,2022/1/31 22:08,2022/3/6 00:00,3,FFR0042012FR01EDISA_20220319_2_MFR0038201,33.07777778
000001704998-4_0_0,ZGS1149123M,12,2022/2/7 22:08,2022/3/13 00:00,3,FFR0038012FR01EDISA_20220326_2_MFR0038201,33.07777778
000001704998-4_0_1,ZGS1149123M,12,2022/2/7 22:08,2022/3/13 00:00,3,FFR0038012FR01EDISA_20220326_2_MFR0038201,33.07777778
000001704998-5_0_0,ZGS1149123M,12,2022/2/7 22:08,2022/3/13 00:00,3,FFR0042012FR01EDISA_20220326_2_MFR0038201,33.07777778
000001704998-5_0_1,ZGS1149123M,12,2022/2/7 22:08,2022/3/13 00:00,3,FFR0042012FR01EDISA_20220326_2_MFR0038201,33.07777778
000001704998-6_0_0,ZGS1149123M,12,2022/2/14 22:08,2022/3/20 00:00,3,FFR0038012FR01EDISA_20220402_2_MFR0038201,33.07777778
000001710758-2_0_0,ZGS1149123M,12,2022/2/21 22:08,2022/3/27 00:00,3,FFR0038012FR01EDISA_20220409_2_MFR0038201,33.07777778
000001710758-2_0_1,ZGS1149123M,12,2022/2/21 22:08,2022/3/27 00:00,3,FFR0038012FR01EDISA_20220409_2_MFR0038201,33.07777778
000001710758-4_0_0,ZGS1149123M,12,2022/2/28 22:08,2022/4/3 00:00,3,FFR0038012FR01EDISA_20220416_2_MFR0038201,33.07777778
000001710758-5_0_0,ZGS1149123M,12,2022/3/7 22:08,2022/4/10 00:00,3,FFR0038012FR01EDISA_20220423_2_MFR0038201,33.07777778
000001710583-2_0_2,ZUE1131124M,15,2022/3/1 02:42,2022/4/3 00:00,3,FTD0028011CF01FORSA_20220507_2_MTD0020301,32.8875
000001694325-2_0_0,ZCM1154125M,12,2022/1/25 07:57,2022/2/27 00:00,4,FBL0045011BL01EDIAM_20220611_2_MBL0043401,32.66875
000001694325-3_0_0,ZCM1154125M,12,2022/2/1 07:57,2022/3/6 00:00,4,FBL0045011BL01EDIAM_20220618_2_MBL0043401,32.66875
000001694325-4_0_0,ZCM1154125M,12,2022/2/8 07:57,2022/3/13 00:00,4,FBL0045011BL01EDIAM_20220625_2_MBL0043401,32.66875
000001694325-5_0_0,ZCM1154125M,12,2022/2/22 07:57,2022/3/27 00:00,4,FBL0045011BL01EDIAM_20220709_2_MBL0043401,32.66875
000001707408-8_0_0,ZCM1138122M,12,2022/1/17 09:29,2022/2/19 00:00,3,FBL0027011BL01EDIAM_20220604_2_MBL0027101,32.60486111
000001710353-2_0_0,ZCM1138122M,12,2022/1/17 09:29,2022/2/19 00:00,3,FBL0029011BL01EDIAM_20220604_2_MBL0027101,32.60486111
000001710353-2_0_1,ZCM1138122M,12,2022/1/17 09:29,2022/2/19 00:00,3,FBL0029011BL01EDIAM_20220604_2_MBL0027101,32.60486111
000001710353-3_0_0,ZCM1138122M,12,2022/1/24 09:29,2022/2/26 00:00,3,FBL0027011BL01EDIAM_20220611_2_MBL0027101,32.60486111
000001710353-5_0_0,ZCM1138122M,12,2022/1/24 09:29,2022/2/26 00:00,3,FBL0028011BL01EDIAM_20220611_2_MBL0027101,32.60486111
000001704998-1_0_0,ZGS1149123M,11,2022/1/25 10:01,2022/2/27 00:00,3,FFR0042012FR01EDISA_20220312_2_MFR0038201,32.58263889
000001710758-1_0_0,ZGS1149123M,11,2022/2/15 10:01,2022/3/20 00:00,3,FFR0038012FR01EDISA_20220402_2_MFR0038201,32.58263889
000001710758-4_0_1,ZGS1149123M,11,2022/3/1 10:01,2022/4/3 00:00,3,FFR0038012FR01EDISA_20220416_2_MFR0038201,32.58263889
000001710758-5_0_1,ZGS1149123M,11,2022/3/8 10:01,2022/4/10 00:00,3,FFR0038012FR01EDISA_20220423_2_MFR0038201,32.58263889
000001704991-1_0_0,ZGS1148123M,12,2022/2/8 10:07,2022/3/13 00:00,3,FFR0037012FR01EDISA_20220326_2_MFR0037201,32.57847222
000001704991-1_0_1,ZGS1148123M,12,2022/2/8 10:07,2022/3/13 00:00,3,FFR0037012FR01EDISA_20220326_2_MFR0037201,32.57847222
000001704991-2_0_0,ZGS1148123M,12,2022/2/8 10:07,2022/3/13 00:00,3,FFR0041012FR01EDISA_20220326_2_MFR0037201,32.57847222
000001704991-3_0_0,ZGS1148123M,12,2022/2/8 10:07,2022/3/13 00:00,3,FFR0041012FR01EDISA_20220326_2_MFR0037201,32.57847222
000001704992-1_0_0,ZGS1148123M,12,2022/2/15 10:07,2022/3/20 00:00,3,FFR0037012FR01EDISA_20220402_2_MFR0037201,32.57847222
000001704992-1_0_1,ZGS1148123M,12,2022/2/15 10:07,2022/3/20 00:00,3,FFR0037012FR01EDISA_20220402_2_MFR0037201,32.57847222
000001704992-2_0_0,ZGS1148123M,12,2022/2/22 10:07,2022/3/27 00:00,3,FFR0037012FR01EDISA_20220409_2_MFR0037201,32.57847222
000001711318-1_0_0,ZGS1148123M,12,2022/3/1 10:07,2022/4/3 00:00,4,FFR0037012FR01EDISA_20220416_2_MFR0037201,32.57847222
000001711322-1_0_0,ZGS1148123M,12,2022/3/1 10:07,2022/4/3 00:00,4,FFR0037012FR01EDISA_20220416_2_MFR0037201,32.57847222
000001707607-3_0_0,ZKB1335125M,12,2022/1/15 17:01,2022/2/17 00:00,4,FJA0224014JA03EDIAM_20220604_2_MJA0224401,32.29097222
000001709790-3_0_0,ZKB1311125M,12,2022/1/21 18:34,2022/2/23 00:00,4,FJA0200014JA03EDIAM_20220611_2_MJA0200401,32.22638889
000001709790-4_0_0,ZKB1311125M,12,2022/1/21 18:34,2022/2/23 00:00,4,FJA0221014JA03EDIAM_20220611_2_MJA0200401,32.22638889
000001709790-4_0_1,ZKB1311125M,12,2022/1/21 18:34,2022/2/23 00:00,4,FJA0221014JA03EDIAM_20220611_2_MJA0200401,32.22638889
000001683580-2_0_0,ZSS1142122M,12,2022/1/15 20:54,2022/2/17 00:00,4,FRR0031011RR01EDIAB_20220604_2_MRR0031101,32.12916667
000001683580-2_0_1,ZSS1142122M,12,2022/1/15 20:54,2022/2/17 00:00,4,FRR0031011RR01EDIAB_20220604_2_MRR0031101,32.12916667
000001683580-3_0_0,ZSS1142122M,12,2022/2/6 20:54,2022/3/11 00:00,4,FRR0031011RR01EDIAB_20220625_2_MRR0031101,32.12916667
000001683580-4_0_0,ZSS1142122M,12,2022/2/20 20:54,2022/3/25 00:00,4,FRR0031011RR01EDIAB_20220709_2_MRR0031101,32.12916667
000001683581-1_0_0,ZSS1142122M,12,2022/3/11 20:54,2022/4/13 00:00,4,FRR0031011RR01EDIAB_20220730_2_MRR0031101,32.12916667
000001683581-1_0_1,ZSS1142122M,12,2022/3/11 20:54,2022/4/13 00:00,4,FRR0031011RR01EDIAB_20220730_2_MRR0031101,32.12916667
000001683581-1_0_2,ZSS1142122M,12,2022/3/11 20:54,2022/4/13 00:00,4,FRR0031011RR01EDIAB_20220730_2_MRR0031101,32.12916667
000001677636-1_0_0,ZGS1148123M,11,2022/2/1 21:00,2022/3/6 00:00,3,FFR0041012FR01EDISA_20220319_2_MFR0037201,32.125
000001704998-2_0_1,ZGS1149123M,10,2022/2/1 21:55,2022/3/6 00:00,3,FFR0042012FR01EDISA_20220319_2_MFR0038201,32.08680556
000001711247-4_0_0,ZSS1143122M,12,2022/1/16 22:44,2022/2/18 00:00,3,FRR0032011RR01EDIAB_20220604_2_MRR0032101,32.05277778
000001711247-5_0_0,ZSS1143122M,12,2022/1/30 22:44,2022/3/4 00:00,3,FRR0032011RR01EDIAB_20220618_2_MRR0032101,32.05277778
000001711247-6_0_0,ZSS1143122M,12,2022/2/6 22:44,2022/3/11 00:00,3,FRR0032011RR01EDIAB_20220625_2_MRR0032101,32.05277778
000001711247-7_0_0,ZSS1143122M,12,2022/2/20 22:44,2022/3/25 00:00,3,FRR0032011RR01EDIAB_20220709_2_MRR0032101,32.05277778
000001711248-2_0_0,ZSS1143122M,12,2022/3/11 22:44,2022/4/13 00:00,3,FRR0032011RR01EDIAB_20220730_2_MRR0032101,32.05277778
000001711248-2_0_1,ZSS1143122M,12,2022/3/11 22:44,2022/4/13 00:00,3,FRR0032011RR01EDIAB_20220730_2_MRR0032101,32.05277778
000001709789-6_0_0,ZKB1311125M,12,2022/1/15 00:00,2022/2/16 00:00,4,FJA0200014JA03EDIAM_20220604_2_MJA0200401,32
000001709790-2_0_0,ZKB1311125M,12,2022/1/15 00:00,2022/2/16 00:00,4,FJA0221014JA03EDIAM_20220604_2_MJA0200401,32
000001709790-2_0_1,ZKB1311125M,12,2022/1/15 00:00,2022/2/16 00:00,4,FJA0221014JA03EDIAM_20220604_2_MJA0200401,32
000001709653-2_0_0,ZUE1141123M,12,2022/2/14 00:07,2022/3/18 00:00,3,FTD0030012CF01SAISA_20220416_2_MTD0030201,31.99513889
000001709653-2_0_1,ZUE1141123M,12,2022/2/14 00:07,2022/3/18 00:00,3,FTD0030012CF01SAISA_20220416_2_MTD0030201,31.99513889
000001709653-2_0_2,ZUE1141123M,12,2022/2/14 00:07,2022/3/18 00:00,3,FTD0030012CF01SAISA_20220416_2_MTD0030201,31.99513889
000001709653-2_0_3,ZUE1141123M,12,2022/2/14 00:07,2022/3/18 00:00,3,FTD0030012CF01SAISA_20220416_2_MTD0030201,31.99513889
000001709653-2_0_4,ZUE1141123M,12,2022/2/14 00:07,2022/3/18 00:00,3,FTD0030012CF01SAISA_20220416_2_MTD0030201,31.99513889
000001709654-1_0_0,ZUE1141123M,12,2022/2/14 00:07,2022/3/18 00:00,3,FTD0030012CF01SAISA_20220416_2_MTD0030201,31.99513889
000001709654-1_0_1,ZUE1141123M,12,2022/2/14 00:07,2022/3/18 00:00,3,FTD0030012CF01SAISA_20220416_2_MTD0030201,31.99513889
000001709654-3_0_0,ZUE1141123M,12,2022/2/28 00:07,2022/4/1 00:00,3,FTD0030012CF01SAISA_20220430_2_MTD0030201,31.99513889
000001709655-1_0_0,ZUE1141123M,12,2022/2/28 00:07,2022/4/1 00:00,3,FTD0030012CF01SAISA_20220430_2_MTD0030201,31.99513889
000001709655-1_0_1,ZUE1141123M,12,2022/2/28 00:07,2022/4/1 00:00,3,FTD0030012CF01SAISA_20220430_2_MTD0030201,31.99513889
000001709655-1_0_2,ZUE1141123M,12,2022/2/28 00:07,2022/4/1 00:00,3,FTD0030012CF01SAISA_20220430_2_MTD0030201,31.99513889
000001709655-1_0_3,ZUE1141123M,12,2022/2/28 00:07,2022/4/1 00:00,3,FTD0030012CF01SAISA_20220430_2_MTD0030201,31.99513889
000001709655-1_0_4,ZUE1141123M,12,2022/2/28 00:07,2022/4/1 00:00,3,FTD0030012CF01SAISA_20220430_2_MTD0030201,31.99513889
000001709655-1_0_5,ZUE1141123M,12,2022/2/28 00:07,2022/4/1 00:00,3,FTD0030012CF01SAISA_20220430_2_MTD0030201,31.99513889
000001710699-1_0_0,ZUE1141123M,12,2022/3/17 00:07,2022/4/18 00:00,3,FTD0030012CF01FORSA_20220507_2_MTD0030201,31.99513889
000001710699-3_0_0,ZUE1141123M,12,2022/3/7 00:07,2022/4/8 00:00,3,FTD0031012CF01FORSA_20220507_2_MTD0030201,31.99513889
000001710699-3_0_1,ZUE1141123M,12,2022/3/7 00:07,2022/4/8 00:00,3,FTD0031012CF01FORSA_20220507_2_MTD0030201,31.99513889
000001711599-2_0_0,ZQI1223124M,12,2022/2/11 02:34,2022/3/15 00:00,3,FPH0144011PO01ATFAQ_20220416_2_MPH0112301,31.89305556
000001709790-5_0_0,ZKB1311125M,11,2022/1/29 04:46,2022/3/2 00:00,4,FJA0200014JA03EDIAM_20220618_2_MJA0200401,31.80138889
000001707561-4_0_1,ZUE1131124M,12,2022/3/6 06:22,2022/4/7 00:00,3,FTD0020013CF01FORSA_20220507_2_MTD0020301,31.73472222
000001708291-1_0_0,ZUE1148122M,12,2022/1/26 06:25,2022/2/27 00:00,3,FTD0037011CF01SAISA_20220312_2_MTD0037101,31.73263889
000001708291-1_0_1,ZUE1148122M,12,2022/1/26 06:25,2022/2/27 00:00,3,FTD0037011CF01SAISA_20220312_2_MTD0037101,31.73263889
000001708291-3_0_0,ZUE1148122M,12,2022/3/2 06:25,2022/4/3 00:00,3,FTD0037011CF01SAISA_20220416_2_MTD0037101,31.73263889
000001708291-3_0_1,ZUE1148122M,12,2022/3/2 06:25,2022/4/3 00:00,3,FTD0037011CF01SAISA_20220416_2_MTD0037101,31.73263889
000001702028-1_0_0,ZCM1142122M,12,2022/1/26 08:35,2022/2/27 00:00,4,FBL0035011BL01EDIAM_20220611_2_MBL0031101,31.64236111
000001709442-4_0_0,ZCM1142122M,12,2022/2/2 08:35,2022/3/6 00:00,3,FBL0035011BL01EDIAM_20220618_2_MBL0031101,31.64236111
000001709442-5_0_0,ZCM1142122M,12,2022/2/2 08:35,2022/3/6 00:00,3,FBL0035011BL01EDIAM_20220618_2_MBL0031101,31.64236111
000001709442-6_0_0,ZCM1142122M,12,2022/2/9 08:35,2022/3/13 00:00,3,FBL0031011BL01EDIAM_20220625_2_MBL0031101,31.64236111
000001709443-1_0_0,ZCM1142122M,12,2022/2/9 08:35,2022/3/13 00:00,3,FBL0033011BL01EDIAM_20220625_2_MBL0031101,31.64236111
000001709443-2_0_0,ZCM1142122M,12,2022/2/9 08:35,2022/3/13 00:00,3,FBL0035011BL01EDIAM_20220625_2_MBL0031101,31.64236111
000001709443-3_0_0,ZCM1142122M,12,2022/2/9 08:35,2022/3/13 00:00,3,FBL0035011BL01EDIAM_20220625_2_MBL0031101,31.64236111
000001709443-5_0_0,ZCM1142122M,12,2022/2/16 08:35,2022/3/20 00:00,3,FBL0031011BL01EDIAM_20220702_2_MBL0031101,31.64236111
000001709444-1_0_0,ZCM1142122M,12,2022/2/16 08:35,2022/3/20 00:00,3,FBL0033011BL01EDIAM_20220702_2_MBL0031101,31.64236111
000001709444-2_0_0,ZCM1142122M,12,2022/2/16 08:35,2022/3/20 00:00,3,FBL0035011BL01EDIAM_20220702_2_MBL0031101,31.64236111
000001709444-4_0_0,ZCM1142122M,12,2022/2/23 08:35,2022/3/27 00:00,3,FBL0031011BL01EDIAM_20220709_2_MBL0031101,31.64236111
000001709444-6_0_0,ZCM1142122M,12,2022/2/22 08:35,2022/3/26 00:00,3,FBL0033011BL01EDIAM_20220709_2_MBL0031101,31.64236111
000001710716-1_0_0,ZCM1142122M,12,2022/2/22 08:35,2022/3/26 00:00,3,FBL0033011BL01EDIAM_20220709_2_MBL0031101,31.64236111
000001710716-2_0_0,ZCM1142122M,12,2022/2/23 08:35,2022/3/27 00:00,3,FBL0035011BL01EDIAM_20220709_2_MBL0031101,31.64236111
000001710716-2_0_1,ZCM1142122M,12,2022/2/23 08:35,2022/3/27 00:00,3,FBL0035011BL01EDIAM_20220709_2_MBL0031101,31.64236111
000001710716-5_0_0,ZCM1142122M,12,2022/3/2 08:35,2022/4/3 00:00,3,FBL0033011BL01EDIAM_20220716_2_MBL0031101,31.64236111
000001707051-3_0_0,ZQI1211122M,12,2022/1/15 11:37,2022/2/16 00:00,4,FPH0102011PO01EDIAQ_20220604_2_MPH0100101,31.51597222
000001707051-4_0_0,ZQI1211122M,12,2022/1/15 11:37,2022/2/16 00:00,4,FPH0104011PO01EDIAQ_20220604_2_MPH0100101,31.51597222
000001707051-5_0_0,ZQI1211122M,12,2022/1/15 11:37,2022/2/16 00:00,4,FPH0114011PO01EDIAQ_20220604_2_MPH0100101,31.51597222
000001707051-5_0_1,ZQI1211122M,12,2022/1/15 11:37,2022/2/16 00:00,4,FPH0114011PO01EDIAQ_20220604_2_MPH0100101,31.51597222
000001707051-6_0_0,ZQI1211122M,12,2022/1/15 11:37,2022/2/16 00:00,4,FPH0114011PO01EDIAQ_20220604_2_MPH0100101,31.51597222
000001707052-1_0_0,ZQI1211122M,12,2022/1/15 11:37,2022/2/16 00:00,4,FPH0114011PO01EDIAQ_20220604_2_MPH0100101,31.51597222
000001707052-2_0_0,ZQI1211122M,12,2022/1/15 11:37,2022/2/16 00:00,4,FPH0116011PO01EDIAQ_20220604_2_MPH0100101,31.51597222
000001707053-1_0_0,ZQI1211122M,12,2022/1/22 11:37,2022/2/23 00:00,4,FPH0104011PO01EDIAQ_20220611_2_MPH0100101,31.51597222
000001707053-3_0_0,ZQI1211122M,12,2022/1/22 11:37,2022/2/23 00:00,4,FPH0114011PO01EDIAQ_20220611_2_MPH0100101,31.51597222
000001707053-3_0_1,ZQI1211122M,12,2022/1/22 11:37,2022/2/23 00:00,4,FPH0114011PO01EDIAQ_20220611_2_MPH0100101,31.51597222
000001707053-3_0_2,ZQI1211122M,12,2022/1/22 11:37,2022/2/23 00:00,4,FPH0114011PO01EDIAQ_20220611_2_MPH0100101,31.51597222
000001707053-3_0_3,ZQI1211122M,12,2022/1/22 11:37,2022/2/23 00:00,4,FPH0114011PO01EDIAQ_20220611_2_MPH0100101,31.51597222
000001701118-1_0_0,ZCN1241122M,12,2022/1/22 12:33,2022/2/23 00:00,4,FBM0130011BW01EDIAB_20220611_2_MBM0130101,31.47708333
000001707411-1_0_0,ZCN1241122M,12,2022/1/26 12:33,2022/2/27 00:00,4,FBM0130011BW01EDIAB_20220618_2_MBM0130101,31.47708333
000001707411-1_0_1,ZCN1241122M,12,2022/1/26 12:33,2022/2/27 00:00,4,FBM0130011BW01EDIAB_20220618_2_MBM0130101,31.47708333
000001707411-1_0_2,ZCN1241122M,12,2022/1/26 12:33,2022/2/27 00:00,4,FBM0130011BW01EDIAB_20220618_2_MBM0130101,31.47708333
000001707411-1_0_3,ZCN1241122M,12,2022/1/26 12:33,2022/2/27 00:00,4,FBM0130011BW01EDIAB_20220618_2_MBM0130101,31.47708333
000001707411-2_0_0,ZCN1241122M,12,2022/1/26 12:33,2022/2/27 00:00,4,FBM0130011BW01EDIAB_20220618_2_MBM0130101,31.47708333
000001707412-1_0_0,ZCN1241122M,12,2022/1/26 12:33,2022/2/27 00:00,4,FBM0130011BW01EDIAB_20220618_2_MBM0130101,31.47708333
000001707412-2_0_0,ZCN1241122M,12,2022/2/4 12:33,2022/3/8 00:00,4,FBM0130011BW01EDIAB_20220625_2_MBM0130101,31.47708333
000001707412-2_0_1,ZCN1241122M,12,2022/2/4 12:33,2022/3/8 00:00,4,FBM0130011BW01EDIAB_20220625_2_MBM0130101,31.47708333
000001707412-3_0_0,ZCN1241122M,12,2022/2/4 12:33,2022/3/8 00:00,4,FBM0130011BW01EDIAB_20220625_2_MBM0130101,31.47708333
000001707412-3_0_1,ZCN1241122M,12,2022/2/4 12:33,2022/3/8 00:00,4,FBM0130011BW01EDIAB_20220625_2_MBM0130101,31.47708333
000001707412-4_0_0,ZCN1241122M,12,2022/2/11 12:33,2022/3/15 00:00,4,FBM0130011BW01EDIAB_20220702_2_MBM0130101,31.47708333
000001707412-5_0_0,ZCN1241122M,12,2022/2/11 12:33,2022/3/15 00:00,4,FBM0130011BW01EDIAB_20220702_2_MBM0130101,31.47708333
000001711603-5_0_0,ZBT1113123M,12,2022/1/26 12:53,2022/2/27 00:00,3,FAS0002012AS01EDIAM_20220611_2_MAS0002201,31.46319444
000001711604-1_0_0,ZBT1113123M,12,2022/1/25 12:53,2022/2/26 00:00,3,FAS0004012AS01EDIAM_20220611_2_MAS0002201,31.46319444
000001711604-2_0_0,ZBT1113123M,12,2022/2/16 12:53,2022/3/20 00:00,3,FAS0002012AS01EDIAM_20220702_2_MAS0002201,31.46319444
000001711604-3_0_0,ZBT1113123M,12,2022/2/15 12:53,2022/3/19 00:00,3,FAS0004012AS01EDIAM_20220702_2_MAS0002201,31.46319444
000001711604-3_0_1,ZBT1113123M,12,2022/2/15 12:53,2022/3/19 00:00,3,FAS0004012AS01EDIAM_20220702_2_MAS0002201,31.46319444
000001686830-2_0_0,ZUE1152122M,12,2022/4/2 13:17,2022/5/4 00:00,1,FTD0041011CF01FORSA_20220521_2_MTD0041101,31.44652778
000001686830-2_0_1,ZUE1152122M,12,2022/4/2 13:17,2022/5/4 00:00,1,FTD0041011CF01FORSA_20220521_2_MTD0041101,31.44652778
000001686830-2_0_2,ZUE1152122M,12,2022/4/2 13:17,2022/5/4 00:00,1,FTD0041011CF01FORSA_20220521_2_MTD0041101,31.44652778
000001686830-2_0_3,ZUE1152122M,12,2022/4/2 13:17,2022/5/4 00:00,1,FTD0041011CF01FORSA_20220521_2_MTD0041101,31.44652778
000001686831-2_0_0,ZUE1152122M,12,2022/4/5 13:17,2022/5/7 00:00,1,FTD0041011CF01SAISA_20220521_2_MTD0041101,31.44652778
000001686831-3_0_0,ZUE1152122M,12,2022/4/24 13:17,2022/5/26 00:00,1,FTD0041011CF01FORSA_20220611_2_MTD0041101,31.44652778
000001686831-3_0_1,ZUE1152122M,12,2022/4/24 13:17,2022/5/26 00:00,1,FTD0041011CF01FORSA_20220611_2_MTD0041101,31.44652778
000001686832-1_0_0,ZUE1152122M,12,2022/4/24 13:17,2022/5/26 00:00,1,FTD0041011CF01FORSA_20220611_2_MTD0041101,31.44652778
000001686832-2_0_0,ZUE1152122M,12,2022/5/1 13:17,2022/6/2 00:00,1,FTD0041011CF01FORSA_20220618_2_MTD0041101,31.44652778
000001686834-1_0_0,ZUE1152122M,12,2022/5/1 13:17,2022/6/2 00:00,1,FTD0041011CF01FORSA_20220618_2_MTD0041101,31.44652778
000001706305-2_0_0,ZUE1153123M,12,2022/1/25 13:52,2022/2/26 00:00,3,FTD0042012CF01SAISA_20220319_1_MTD0042201,31.42222222
000001706305-2_0_1,ZUE1153123M,12,2022/1/25 13:52,2022/2/26 00:00,3,FTD0042012CF01SAISA_20220319_1_MTD0042201,31.42222222
000001706305-2_0_2,ZUE1153123M,12,2022/1/25 13:52,2022/2/26 00:00,3,FTD0042012CF01SAISA_20220319_1_MTD0042201,31.42222222
000001706305-4_0_0,ZUE1153123M,12,2022/2/5 13:52,2022/3/9 00:00,3,FTD0042012CF01SAISA_20220326_1_MTD0042201,31.42222222
000001706305-7_0_0,ZUE1153123M,12,2022/2/12 13:52,2022/3/16 00:00,3,FTD0042012CF01SAISA_20220402_1_MTD0042201,31.42222222
000001706306-2_0_0,ZUE1153123M,12,2022/2/15 13:52,2022/3/19 00:00,3,FTD0042012CF01FORSA_20220409_1_MTD0042201,31.42222222
000001706306-2_0_1,ZUE1153123M,12,2022/2/15 13:52,2022/3/19 00:00,3,FTD0042012CF01FORSA_20220409_1_MTD0042201,31.42222222
000001706306-2_0_2,ZUE1153123M,12,2022/2/15 13:52,2022/3/19 00:00,3,FTD0042012CF01FORSA_20220409_1_MTD0042201,31.42222222
000001706307-1_0_0,ZUE1153123M,12,2022/2/22 13:52,2022/3/26 00:00,3,FTD0042012CF01FORSA_20220416_1_MTD0042201,31.42222222
000001706307-2_0_0,ZUE1153123M,12,2022/2/22 13:52,2022/3/26 00:00,3,FTD0042012CF01FORSA_20220416_1_MTD0042201,31.42222222
000001706307-3_0_0,ZUE1153123M,12,2022/3/1 13:52,2022/4/2 00:00,3,FTD0042012CF01FORSA_20220423_1_MTD0042201,31.42222222
000001706307-3_0_1,ZUE1153123M,12,2022/3/1 13:52,2022/4/2 00:00,3,FTD0042012CF01FORSA_20220423_1_MTD0042201,31.42222222
000001694378-2_0_0,ZCM1153124M,12,2022/1/20 14:09,2022/2/21 00:00,4,FBL0042013BL01EDIAM_20220611_2_MBL0042301,31.41041667
000001694378-2_0_1,ZCM1153124M,12,2022/1/20 14:09,2022/2/21 00:00,4,FBL0042013BL01EDIAM_20220611_2_MBL0042301,31.41041667
000001694378-2_0_2,ZCM1153124M,12,2022/1/20 14:09,2022/2/21 00:00,4,FBL0042013BL01EDIAM_20220611_2_MBL0042301,31.41041667
000001694378-2_0_3,ZCM1153124M,12,2022/1/20 14:09,2022/2/21 00:00,4,FBL0042013BL01EDIAM_20220611_2_MBL0042301,31.41041667
000001694379-2_0_0,ZCM1153124M,12,2022/1/27 14:09,2022/2/28 00:00,4,FBL0042013BL01EDIAM_20220618_2_MBL0042301,31.41041667
000001694379-2_0_1,ZCM1153124M,12,2022/1/27 14:09,2022/2/28 00:00,4,FBL0042013BL01EDIAM_20220618_2_MBL0042301,31.41041667
000001694379-2_0_2,ZCM1153124M,12,2022/1/27 14:09,2022/2/28 00:00,4,FBL0042013BL01EDIAM_20220618_2_MBL0042301,31.41041667
000001694379-2_0_3,ZCM1153124M,12,2022/1/27 14:09,2022/2/28 00:00,4,FBL0042013BL01EDIAM_20220618_2_MBL0042301,31.41041667
000001708291-1_0_2,ZUE1148122M,11,2022/1/26 15:38,2022/2/27 00:00,3,FTD0037011CF01SAISA_20220312_2_MTD0037101,31.34861111
000001711657-2_0_0,ZCM1125126M,12,2022/2/7 15:47,2022/3/11 00:00,4,FBL0014015BL01EDIAM_20220625_2_MBL0014501,31.34236111
000001711657-3_0_0,ZCM1125126M,12,2022/2/12 15:47,2022/3/16 00:00,4,FBL0014015BL01EDIAM_20220702_2_MBL0014501,31.34236111
000001711657-3_0_1,ZCM1125126M,12,2022/2/12 15:47,2022/3/16 00:00,4,FBL0014015BL01EDIAM_20220702_2_MBL0014501,31.34236111
000001711657-4_0_0,ZCM1125126M,12,2022/2/21 15:47,2022/3/25 00:00,4,FBL0014015BL01EDIAM_20220709_2_MBL0014501,31.34236111
000001711657-5_0_0,ZCM1125126M,12,2022/2/26 15:47,2022/3/30 00:00,4,FBL0014015BL01EDIAM_20220716_2_MBL0014501,31.34236111
000001711657-5_0_1,ZCM1125126M,12,2022/2/26 15:47,2022/3/30 00:00,4,FBL0014015BL01EDIAM_20220716_2_MBL0014501,31.34236111
000001711657-6_0_0,ZCM1125126M,12,2022/3/3 15:47,2022/4/4 00:00,4,FBL0014015BL01EDIAM_20220723_2_MBL0014501,31.34236111
000001711752-1_0_0,ZBT1112122M,12,2022/3/8 15:58,2022/4/9 00:00,3,FAS0003011AS01EDIAM_20220723_2_MAS0001101,31.33472222
000001711752-1_0_1,ZBT1112122M,12,2022/3/8 15:58,2022/4/9 00:00,3,FAS0003011AS01EDIAM_20220723_2_MAS0001101,31.33472222
000001694334-2_0_0,ZQI1149124M,12,2022/1/29 17:20,2022/3/2 00:00,4,FPH0038013PO01ATFAQ_20220618_2_MPH0038301,31.27777778
