訂單編號,產品料號,目標數量,最早開始時間,交期,優先度,orderBomKey,已逾期天數
000001711147-2_0_2,ZQI1161125M,12,2022/1/15 00:00,2022/2/2 00:00,3,FPH0052014PO01EDIAQ_20220521_2_MPH0050401,18
000001711147-2_0_3,ZQI1161125M,12,2022/1/15 00:00,2022/2/2 00:00,3,FPH0052014PO01EDIAQ_20220521_2_MPH0050401,18
000001711149-4_0_0,ZQI1161125M,9,2022/1/15 00:00,2022/2/2 00:00,3,FPH0058014PO01EDIAQ_20220521_2_MPH0050401,18
000001711149-5_0_0,ZQI1161125M,7,2022/1/15 00:00,2022/2/2 00:00,3,FPH0058014PO01EDIAQ_20220521_2_MPH0050401,18
000001711150-1_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/2/2 00:00,3,FPH0106013PO01EDIAQ_20220521_2_MPH0050401,18
000001711150-1_0_1,ZQI1161125M,12,2022/1/15 00:00,2022/2/2 00:00,3,FPH0106013PO01EDIAQ_20220521_2_MPH0050401,18
000001711150-1_0_2,ZQI1161125M,7,2022/1/15 00:00,2022/2/2 00:00,3,FPH0106013PO01EDIAQ_20220521_2_MPH0050401,18
000001711150-2_0_0,ZQI1161125M,1,2022/1/15 00:00,2022/2/2 00:00,3,FPH0106013PO01EDIAQ_20220521_2_MPH0050401,18
000001706453-2_0_0,ZQI1212122M,12,2022/1/15 00:00,2022/2/1 00:00,4,FPH0115011PO01EDIAQ_20220521_2_MPH0101101,17
000001706453-2_0_1,ZQI1212122M,12,2022/1/15 00:00,2022/2/1 00:00,4,FPH0115011PO01EDIAQ_20220521_2_MPH0101101,17
000001706453-2_0_2,ZQI1212122M,12,2022/1/15 00:00,2022/2/1 00:00,4,FPH0115011PO01EDIAQ_20220521_2_MPH0101101,17
000001706453-2_0_3,ZQI1212122M,12,2022/1/15 00:00,2022/2/1 00:00,4,FPH0115011PO01EDIAQ_20220521_2_MPH0101101,17
000001706453-2_0_4,ZQI1212122M,12,2022/1/15 00:00,2022/2/1 00:00,4,FPH0115011PO01EDIAQ_20220521_2_MPH0101101,17
000001706453-2_0_5,ZQI1212122M,4,2022/1/15 00:00,2022/2/1 00:00,4,FPH0115011PO01EDIAQ_20220521_2_MPH0101101,17
000001708683-5_0_0,ZQI1110125M,7,2022/1/15 00:00,2022/2/1 00:00,3,FPH0009014PO01EDIAQ_20220521_2_MPH0009401,17
000001708683-6_0_0,ZQI1110125M,6,2022/1/15 00:00,2022/2/1 00:00,3,FPH0009014PO01EDIAQ_20220521_2_MPH0009401,17
000001708683-7_0_0,ZQI1110125M,3,2022/1/15 00:00,2022/2/1 00:00,3,FPH0009014PO01EDIAQ_20220521_2_MPH0009401,17
000001708684-1_0_0,ZQI1110125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0009014PO01EDIAQ_20220521_2_MPH0009401,17
000001708684-1_0_1,ZQI1110125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0009014PO01EDIAQ_20220521_2_MPH0009401,17
000001708684-1_0_2,ZQI1110125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0009014PO01EDIAQ_20220521_2_MPH0009401,17
000001708684-1_0_3,ZQI1110125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0009014PO01EDIAQ_20220521_2_MPH0009401,17
000001708684-1_0_4,ZQI1110125M,9,2022/1/15 00:00,2022/2/1 00:00,3,FPH0009014PO01EDIAQ_20220521_2_MPH0009401,17
000001708684-2_0_0,ZQI1110125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0009014PO01EDIAQ_20220521_2_MPH0009401,17
000001708684-2_0_1,ZQI1110125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0009014PO01EDIAQ_20220521_2_MPH0009401,17
000001708684-2_0_2,ZQI1110125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0009014PO01EDIAQ_20220521_2_MPH0009401,17
000001708684-2_0_3,ZQI1110125M,3,2022/1/15 00:00,2022/2/1 00:00,3,FPH0009014PO01EDIAQ_20220521_2_MPH0009401,17
000001711146-3_0_0,ZQI1161125M,3,2022/1/15 00:00,2022/2/1 00:00,3,FPH0050014PO01EDIAQ_20220521_2_MPH0050401,17
000001711146-4_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0050014PO01EDIAQ_20220521_2_MPH0050401,17
000001711146-5_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0050014PO01EDIAQ_20220521_2_MPH0050401,17
000001711146-5_0_1,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0050014PO01EDIAQ_20220521_2_MPH0050401,17
000001711146-5_0_2,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0050014PO01EDIAQ_20220521_2_MPH0050401,17
000001711146-5_0_3,ZQI1161125M,5,2022/1/15 00:00,2022/2/1 00:00,3,FPH0050014PO01EDIAQ_20220521_2_MPH0050401,17
000001711146-6_0_0,ZQI1161125M,5,2022/1/15 00:00,2022/2/1 00:00,3,FPH0050014PO01EDIAQ_20220521_2_MPH0050401,17
000001711147-1_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0050014PO01EDIAQ_20220521_2_MPH0050401,17
000001711147-1_0_1,ZQI1161125M,7,2022/1/15 00:00,2022/2/1 00:00,3,FPH0050014PO01EDIAQ_20220521_2_MPH0050401,17
000001711147-3_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711147-3_0_1,ZQI1161125M,3,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711147-4_0_0,ZQI1161125M,10,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711147-5_0_0,ZQI1161125M,4,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711148-1_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711148-1_0_1,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711148-1_0_2,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711148-1_0_3,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711148-1_0_4,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711148-1_0_5,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711148-1_0_6,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711148-2_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711149-1_0_0,ZQI1161125M,3,2022/1/15 00:00,2022/2/1 00:00,3,FPH0054014PO01EDIAQ_20220521_2_MPH0050401,17
000001711149-2_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0056014PO01EDIAQ_20220521_2_MPH0050401,17
000001711149-2_0_1,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0056014PO01EDIAQ_20220521_2_MPH0050401,17
000001711149-2_0_2,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0056014PO01EDIAQ_20220521_2_MPH0050401,17
000001711149-2_0_3,ZQI1161125M,12,2022/1/15 00:00,2022/2/1 00:00,3,FPH0056014PO01EDIAQ_20220521_2_MPH0050401,17
000001711149-2_0_4,ZQI1161125M,9,2022/1/15 00:00,2022/2/1 00:00,3,FPH0056014PO01EDIAQ_20220521_2_MPH0050401,17
000001711149-3_0_0,ZQI1161125M,7,2022/1/15 00:00,2022/2/1 00:00,3,FPH0056014PO01EDIAQ_20220521_2_MPH0050401,17
000001691605-2_0_0,ZCM1153124M,7,2022/1/15 00:00,2022/1/30 00:00,4,FBL0044011BL01EDIAM_20220514_2_MBL0042301,15
000001694375-1_0_0,ZCM1153124M,5,2022/1/15 00:00,2022/1/30 00:00,4,FBL0044011BL01EDIAM_20220514_2_MBL0042301,15
000001710110-6_0_0,ZIP1129123M,8,2022/1/15 00:00,2022/1/30 00:00,4,FHO0018012UD01EDIAN_20220507_2_MHO0018201,15
000001710110-7_0_0,ZIP1129123M,2,2022/1/15 00:00,2022/1/30 00:00,4,FHO0020011UD01EDIAN_20220507_2_MHO0018201,15
000001710111-1_0_0,ZIP1129123M,12,2022/1/15 00:00,2022/1/30 00:00,4,FHO0020011UD01EDIAN_20220507_2_MHO0018201,15
000001710111-1_0_1,ZIP1129123M,10,2022/1/15 00:00,2022/1/30 00:00,4,FHO0020011UD01EDIAN_20220507_2_MHO0018201,15
000001707407-1_0_0,ZCM1138122M,1,2022/1/15 00:00,2022/1/29 00:00,3,FBL0028011BL01EDIAM_20220514_2_MBL0027101,14
000001709922-1_0_0,ZSS1163123M,2,2022/1/15 00:00,2022/1/29 00:00,4,FRR0052012RR01EDIAB_20220514_2_MRR0052201,14
000001681981-1_0_0,ZHN1194123M,10,2022/1/15 00:00,2022/1/28 00:00,3,FGM0083012HJ04EDIA6_20220507_2_MGM0083201,13
000001681982-1_0_0,ZHN1194123M,8,2022/1/15 00:00,2022/1/28 00:00,3,FGM0083012HJ04EDIA6_20220507_2_MGM0083201,13
000001702229-2_0_0,ZKB1335125M,12,2022/1/15 00:00,2022/1/27 00:00,4,FJA0224014JA03EDIAM_20220514_2_MJA0224401,12
000001702229-2_0_1,ZKB1335125M,8,2022/1/15 00:00,2022/1/27 00:00,4,FJA0224014JA03EDIAM_20220514_2_MJA0224401,12
000001702229-3_0_0,ZKB1335125M,12,2022/1/15 00:00,2022/1/27 00:00,4,FJA0224014JA03EDIAM_20220514_2_MJA0224401,12
000001702229-3_0_1,ZKB1335125M,4,2022/1/15 00:00,2022/1/27 00:00,4,FJA0224014JA03EDIAM_20220514_2_MJA0224401,12
000001707579-3_0_0,ZKB1334125M,12,2022/1/15 00:00,2022/1/27 00:00,3,FJA0223014JA03EDIAM_20220514_2_MJA0223401,12
000001707579-3_0_1,ZKB1334125M,12,2022/1/15 00:00,2022/1/27 00:00,3,FJA0223014JA03EDIAM_20220514_2_MJA0223401,12
000001707579-3_0_2,ZKB1334125M,8,2022/1/15 00:00,2022/1/27 00:00,3,FJA0223014JA03EDIAM_20220514_2_MJA0223401,12
000001707579-4_0_0,ZKB1334125M,4,2022/1/15 00:00,2022/1/27 00:00,3,FJA0223014JA03EDIAM_20220514_2_MJA0223401,12
000001709944-2_0_0,ZKB1297123M,12,2022/1/15 00:00,2022/1/27 00:00,3,FJA0186012JA03EDIAM_20220514_2_MJA0186201,12
000001709944-2_0_1,ZKB1297123M,12,2022/1/15 00:00,2022/1/27 00:00,3,FJA0186012JA03EDIAM_20220514_2_MJA0186201,12
000001709944-2_0_2,ZKB1297123M,2,2022/1/15 00:00,2022/1/27 00:00,3,FJA0186012JA03EDIAM_20220514_2_MJA0186201,12
000001694590-3_0_0,ZKB1312125M,1,2022/1/15 00:00,2022/1/26 00:00,1,FJA0201014JA03EDIAM_20220514_2_MJA0201401,11
000001694590-4_0_0,ZKB1312125M,12,2022/1/15 00:00,2022/1/26 00:00,1,FJA0201014JA03EDIAM_20220514_2_MJA0201401,11
000001694590-4_0_1,ZKB1312125M,11,2022/1/15 00:00,2022/1/26 00:00,1,FJA0201014JA03EDIAM_20220514_2_MJA0201401,11
000001694590-5_0_0,ZKB1312125M,3,2022/1/15 00:00,2022/1/26 00:00,1,FJA0222014JA03EDIAM_20220514_2_MJA0201401,11
000001694999-1_0_0,ZQI1120127M,10,2022/1/15 00:00,2022/1/26 00:00,3,FPH0061014PO01ATFAQ_20220514_2_MPH0019601,11
000001701703-1_0_0,ZQI1120127M,12,2022/1/15 00:00,2022/1/26 00:00,3,FPH0061014PO01ATFAQ_20220514_2_MPH0019601,11
000001701703-1_0_1,ZQI1120127M,1,2022/1/15 00:00,2022/1/26 00:00,3,FPH0061014PO01ATFAQ_20220514_2_MPH0019601,11
000001701704-1_0_0,ZQI1120127M,11,2022/1/15 00:00,2022/1/26 00:00,3,FPH0061014PO01ATFAQ_20220514_2_MPH0019601,11
000001701704-2_0_0,ZQI1120127M,1,2022/1/15 00:00,2022/1/26 00:00,3,FPH0061014PO01ATFAQ_20220514_2_MPH0019601,11
000001703195-2_0_0,ZQI1212122M,5,2022/1/15 00:00,2022/1/26 00:00,4,FPH0117011PO01EDIAQ_20220514_2_MPH0101101,11
000001703195-3_0_0,ZQI1212122M,11,2022/1/15 00:00,2022/1/26 00:00,4,FPH0117011PO01EDIAQ_20220514_2_MPH0101101,11
000001703195-4_0_0,ZQI1212122M,1,2022/1/15 00:00,2022/1/26 00:00,4,FPH0119011PO01EDIAQ_20220514_2_MPH0101101,11
000001703195-5_0_0,ZQI1212122M,1,2022/1/15 00:00,2022/1/26 00:00,4,FPH0119011PO01EDIAQ_20220514_2_MPH0101101,11
000001704808-1_0_0,ZQI1120127M,12,2022/1/15 00:00,2022/1/26 00:00,3,FPH0061014PO01ATFAQ_20220514_2_MPH0019601,11
000001704808-1_0_1,ZQI1120127M,7,2022/1/15 00:00,2022/1/26 00:00,3,FPH0061014PO01ATFAQ_20220514_2_MPH0019601,11
000001704808-2_0_0,ZQI1120127M,2,2022/1/15 00:00,2022/1/26 00:00,3,FPH0113013PO01ATFAQ_20220514_2_MPH0019601,11
000001704808-3_0_0,ZQI1120127M,3,2022/1/15 00:00,2022/1/26 00:00,3,FPH0113013PO01ATFAQ_20220514_2_MPH0019601,11
000001705542-1_0_0,ZQI1120127M,12,2022/1/15 00:00,2022/1/26 00:00,3,FPH0113013PO01ATFAQ_20220514_2_MPH0019601,11
000001705543-1_0_0,ZQI1120127M,3,2022/1/15 00:00,2022/1/26 00:00,3,FPH0113013PO01ATFAQ_20220514_2_MPH0019601,11
000001706452-1_0_0,ZQI1212122M,12,2022/1/15 00:00,2022/1/26 00:00,4,FPH0119011PO01EDIAQ_20220514_2_MPH0101101,11
000001706452-2_0_0,ZQI1212122M,2,2022/1/15 00:00,2022/1/26 00:00,4,FPH0119011PO01EDIAQ_20220514_2_MPH0101101,11
000001708683-3_0_0,ZQI1110125M,12,2022/1/15 00:00,2022/1/26 00:00,3,FPH0011014PO01EDIAQ_20220514_2_MPH0009401,11
000001708683-3_0_1,ZQI1110125M,4,2022/1/15 00:00,2022/1/26 00:00,3,FPH0011014PO01EDIAQ_20220514_2_MPH0009401,11
000001708683-4_0_0,ZQI1110125M,12,2022/1/15 00:00,2022/1/26 00:00,3,FPH0013013PO01EDIAQ_20220514_2_MPH0009401,11
000001708683-4_0_1,ZQI1110125M,4,2022/1/15 00:00,2022/1/26 00:00,3,FPH0013013PO01EDIAQ_20220514_2_MPH0009401,11
000001709792-1_0_0,ZKB1312125M,12,2022/1/15 00:00,2022/1/26 00:00,4,FJA0222014JA03EDIAM_20220514_2_MJA0201401,11
000001709792-1_0_1,ZKB1312125M,9,2022/1/15 00:00,2022/1/26 00:00,4,FJA0222014JA03EDIAM_20220514_2_MJA0201401,11
000001710294-5_0_0,ZQI1161125M,4,2022/1/15 00:00,2022/1/26 00:00,3,FPH0056014PO01EDIAQ_20220514_2_MPH0050401,11
000001710295-1_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/26 00:00,3,FPH0056014PO01EDIAQ_20220514_2_MPH0050401,11
000001710295-1_0_1,ZQI1161125M,12,2022/1/15 00:00,2022/1/26 00:00,3,FPH0056014PO01EDIAQ_20220514_2_MPH0050401,11
000001710295-2_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/26 00:00,3,FPH0056014PO01EDIAQ_20220514_2_MPH0050401,11
000001710295-3_0_0,ZQI1161125M,8,2022/1/15 00:00,2022/1/26 00:00,3,FPH0056014PO01EDIAQ_20220514_2_MPH0050401,11
000001710295-4_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/26 00:00,3,FPH0058014PO01EDIAQ_20220514_2_MPH0050401,11
000001710295-4_0_1,ZQI1161125M,12,2022/1/15 00:00,2022/1/26 00:00,3,FPH0058014PO01EDIAQ_20220514_2_MPH0050401,11
000001710295-4_0_2,ZQI1161125M,3,2022/1/15 00:00,2022/1/26 00:00,3,FPH0058014PO01EDIAQ_20220514_2_MPH0050401,11
000001711146-1_0_0,ZQI1161125M,5,2022/1/15 00:00,2022/1/26 00:00,3,FPH0058014PO01EDIAQ_20220514_2_MPH0050401,11
000001711146-2_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/26 00:00,3,FPH0106013PO01EDIAQ_20220514_2_MPH0050401,11
000001711146-2_0_1,ZQI1161125M,4,2022/1/15 00:00,2022/1/26 00:00,3,FPH0106013PO01EDIAQ_20220514_2_MPH0050401,11
000001697733-1_0_0,ZQI1212122M,1,2022/1/15 00:00,2022/1/25 00:00,4,FPH0115011PO01EDIAQ_20220514_2_MPH0101101,10
000001703193-1_0_0,ZQI1212122M,4,2022/1/15 00:00,2022/1/25 00:00,4,FPH0115011PO01EDIAQ_20220514_2_MPH0101101,10
000001703193-2_0_0,ZQI1212122M,8,2022/1/15 00:00,2022/1/25 00:00,4,FPH0115011PO01EDIAQ_20220514_2_MPH0101101,10
000001703194-1_0_0,ZQI1212122M,1,2022/1/15 00:00,2022/1/25 00:00,4,FPH0115011PO01EDIAQ_20220514_2_MPH0101101,10
000001703195-1_0_0,ZQI1212122M,12,2022/1/15 00:00,2022/1/25 00:00,4,FPH0115011PO01EDIAQ_20220514_2_MPH0101101,10
000001703195-1_0_1,ZQI1212122M,12,2022/1/15 00:00,2022/1/25 00:00,4,FPH0115011PO01EDIAQ_20220514_2_MPH0101101,10
000001703195-1_0_2,ZQI1212122M,12,2022/1/15 00:00,2022/1/25 00:00,4,FPH0115011PO01EDIAQ_20220514_2_MPH0101101,10
000001703195-1_0_3,ZQI1212122M,7,2022/1/15 00:00,2022/1/25 00:00,4,FPH0115011PO01EDIAQ_20220514_2_MPH0101101,10
000001708300-4_0_0,ZQI1110125M,6,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708300-5_0_0,ZQI1110125M,11,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708681-1_0_0,ZQI1110125M,3,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708681-2_0_0,ZQI1110125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708681-2_0_1,ZQI1110125M,10,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708681-3_0_0,ZQI1110125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708681-3_0_1,ZQI1110125M,9,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708681-4_0_0,ZQI1110125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708681-4_0_1,ZQI1110125M,8,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708682-1_0_0,ZQI1110125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708682-1_0_1,ZQI1110125M,11,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708682-2_0_0,ZQI1110125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708682-2_0_1,ZQI1110125M,1,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708683-1_0_0,ZQI1110125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001708683-2_0_0,ZQI1110125M,3,2022/1/15 00:00,2022/1/25 00:00,3,FPH0009014PO01EDIAQ_20220514_2_MPH0009401,10
000001709603-5_0_0,ZQI1119123M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0008012PO01EDIAQ_20220514_2_MPH0008201,10
000001709603-5_0_1,ZQI1119123M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0008012PO01EDIAQ_20220514_2_MPH0008201,10
000001709603-5_0_2,ZQI1119123M,10,2022/1/15 00:00,2022/1/25 00:00,3,FPH0008012PO01EDIAQ_20220514_2_MPH0008201,10
000001709605-1_0_0,ZQI1119123M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0008012PO01EDIAQ_20220514_2_MPH0008201,10
000001709605-1_0_1,ZQI1119123M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0008012PO01EDIAQ_20220514_2_MPH0008201,10
000001709605-1_0_2,ZQI1119123M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0008012PO01EDIAQ_20220514_2_MPH0008201,10
000001709605-1_0_3,ZQI1119123M,11,2022/1/15 00:00,2022/1/25 00:00,3,FPH0008012PO01EDIAQ_20220514_2_MPH0008201,10
000001709605-2_0_0,ZQI1119123M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0008012PO01EDIAQ_20220514_2_MPH0008201,10
000001709605-2_0_1,ZQI1119123M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0008012PO01EDIAQ_20220514_2_MPH0008201,10
000001709605-2_0_2,ZQI1119123M,10,2022/1/15 00:00,2022/1/25 00:00,3,FPH0008012PO01EDIAQ_20220514_2_MPH0008201,10
000001710292-5_0_0,ZQI1161125M,9,2022/1/15 00:00,2022/1/25 00:00,3,FPH0050014PO01EDIAQ_20220514_2_MPH0050401,10
000001710292-6_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0050014PO01EDIAQ_20220514_2_MPH0050401,10
000001710292-6_0_1,ZQI1161125M,10,2022/1/15 00:00,2022/1/25 00:00,3,FPH0050014PO01EDIAQ_20220514_2_MPH0050401,10
000001710293-1_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0050014PO01EDIAQ_20220514_2_MPH0050401,10
000001710293-1_0_1,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0050014PO01EDIAQ_20220514_2_MPH0050401,10
000001710293-1_0_2,ZQI1161125M,8,2022/1/15 00:00,2022/1/25 00:00,3,FPH0050014PO01EDIAQ_20220514_2_MPH0050401,10
000001710293-2_0_0,ZQI1161125M,7,2022/1/15 00:00,2022/1/25 00:00,3,FPH0050014PO01EDIAQ_20220514_2_MPH0050401,10
000001710294-1_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710294-1_0_1,ZQI1161125M,9,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710294-2_0_0,ZQI1161125M,11,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710294-3_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710294-4_0_0,ZQI1161125M,8,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710296-1_0_0,ZQI1161125M,10,2022/1/15 00:00,2022/1/25 00:00,3,FPH0050014PO01EDIAQ_20220514_2_MPH0050401,10
000001710296-2_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0050014PO01EDIAQ_20220514_2_MPH0050401,10
000001710296-2_0_1,ZQI1161125M,4,2022/1/15 00:00,2022/1/25 00:00,3,FPH0050014PO01EDIAQ_20220514_2_MPH0050401,10
000001710296-3_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0052014PO01EDIAQ_20220514_2_MPH0050401,10
000001710296-3_0_1,ZQI1161125M,10,2022/1/15 00:00,2022/1/25 00:00,3,FPH0052014PO01EDIAQ_20220514_2_MPH0050401,10
000001710296-4_0_0,ZQI1161125M,10,2022/1/15 00:00,2022/1/25 00:00,3,FPH0052014PO01EDIAQ_20220514_2_MPH0050401,10
000001710297-1_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0052014PO01EDIAQ_20220514_2_MPH0050401,10
000001710297-1_0_1,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0052014PO01EDIAQ_20220514_2_MPH0050401,10
000001710297-1_0_2,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0052014PO01EDIAQ_20220514_2_MPH0050401,10
000001710297-1_0_3,ZQI1161125M,11,2022/1/15 00:00,2022/1/25 00:00,3,FPH0052014PO01EDIAQ_20220514_2_MPH0050401,10
000001710297-2_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0052014PO01EDIAQ_20220514_2_MPH0050401,10
000001710297-2_0_1,ZQI1161125M,5,2022/1/15 00:00,2022/1/25 00:00,3,FPH0052014PO01EDIAQ_20220514_2_MPH0050401,10
000001710297-3_0_0,ZQI1161125M,8,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710297-4_0_0,ZQI1161125M,1,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710297-5_0_0,ZQI1161125M,11,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710298-1_0_0,ZQI1161125M,11,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710298-2_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710298-2_0_1,ZQI1161125M,1,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710298-3_0_0,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710298-3_0_1,ZQI1161125M,12,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710298-3_0_2,ZQI1161125M,1,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001710298-4_0_0,ZQI1161125M,7,2022/1/15 00:00,2022/1/25 00:00,3,FPH0054014PO01EDIAQ_20220514_2_MPH0050401,10
000001697935-7_0_0,ZQI1120127M,12,2022/1/15 00:00,2022/1/25 00:00,1,FPH0019016PO01ATFAQ_20220521_2_MPH0019601,10
